_id,_importdate,收容所編號,名稱,縣市,郵遞區號,鄉鎮,村里,門牌地址,類型,水災,震災,土石流,海嘯,救濟支站,無障礙設施,室內,室外,服務里別,容納人數,收容所面積（平方公尺）,聯絡人姓名,聯絡人連絡電話,管理人姓名,管理人連絡電話,備考,lat,lon
125,2025-06-16 17:45:57.123180,SA106-0005,大安森林公園,臺北市,106,大安區,龍門里,台北市大安區新生南路二段1號,公園/綠地,Y,Y,N,N,N,Y,N,Y,全區,37949,259354,陳煌耀,02-23032451,陳煌耀,02-23032451,,25.0301919,121.5353806
126,2025-06-16 17:45:57.124670,SA106-0006,臺北市大安運動中心,臺北市,106,大安區,臥龍里,辛亥路三段55號,體育場館/運動中心,Y,備用,N,N,Y,N,Y,N,龍淵、臥龍里,389,2789,蕭幼麟,02-2377-0300#168,林欣儀,02-2570-2330#6424,,25.0204178,121.5460168
127,2025-06-16 17:45:57.126066,SA106-0007,臺北市立大安高級工業職業學校,臺北市,106,大安區,龍圖里,復興南路2段52號,學校,Y,備用,N,N,Y,Y,Y,N,龍圖、仁慈、住安里,100,2035.38,詹宓錫,02-27091630#1401,楊益强,02-27091630#1001,,25.0319782,121.5433278
128,2025-06-16 17:45:57.127495,SA106-0008,"
臺北市立大安國民中學",臺北市,106,大安區,龍雲里,臺北市大安區大安路二段63號,學校,N,備用,N,N,Y,Y,Y,N,住安里、義安里、通化里、群英里、群賢里、龍陣里、龍雲里、龍圖里、全安里、臨江里、法治里、龍生里,100,776,林佑忠,02-27557131#103  ,蔣佳良,02-27557131#168,,25.0307508,121.5461912
129,2025-06-16 17:45:57.128972,SA106-0009,臺北市大安區仁愛國民小學,臺北市,106,大安區,敦安里,安和路一段60號,學校,N,備用,N,N,Y,Y,Y,N,光武里、建安里、建倫里、敦煌里、敦安里、通化里、通安里、德安里、仁慈里、義安里、仁愛里、光信里、車層里、通安里,350,490,周本師,02-27095010#401,林其賢,02-27095010#101,,25.0358029,121.5523732
130,2025-06-16 17:45:57.130494,SA106-0010,臺北市立仁愛國民中學,臺北市,106,大安區,敦安里,仁愛路四段130號,學校,N,備用,N,N,Y,Y,Y,N,建安里、敦安里、德安里、敦煌里、建倫里、光信里、車層里、仁愛里、通安里、正聲里、華聲里、仁愛里、光武里,125,900,朱美銀,02-23255823#1168,周婉玲,02-23255823#1101,,25.0375118,121.5506692
131,2025-06-16 17:45:57.131846,SA106-0011,臺北市大安區公館國民小學,臺北市,106,大安區,學府里,基隆路四段41巷68弄2號,學校,N,備用,N,N,Y,Y,Y,N,學府里、學府里、龍淵里,50,108,章宏智,02-27351734#230,廖傑隆,02-27351734#200,,25.0124187,121.5428469
132,2025-06-16 17:45:57.133258,SA106-0012,臺北市大安區古亭國民小學,臺北市,106,大安區,古風里,羅斯福路三段201號,學校,N,備用,N,N,Y,Y,Y,N,古風里、古莊里、大學里、龍泉里,200,840,蔡逸珮,02-23639795#831,邢小萍,02-23639795#888,,25.0206528,121.528494
133,2025-06-16 17:45:57.134853,SA106-0013,臺北市立和平高級中學,臺北市,106,大安區,芳和里,臥龍街100號,學校,Y,備用,N,N,Y,Y,Y,N,虎嘯里、臥龍里、芳和里、全安里、法治里、臨江里、龍淵里,300,2360,施振裕,27324300#150,温宥基,27324300#101,,25.0195524,121.5491436
134,2025-06-16 17:45:57.136480,SA106-0014,臺北市芳和實驗中學,臺北市,106,大安區,芳和里,臥龍街170號,學校,N,備用,N,N,Y,Y,Y,N,黎和里、黎孝里、黎元里、芳和里、學府里,50,150,黃清勇,02-27321961#501,黃琬茹,02-27321961#101,,25.0186992,121.5503142
135,2025-06-16 17:45:57.138062,SA106-0015,"
臺北市大安區金華國民小學",臺北市,106,大安區,永康里,愛國東路79巷11號,學校,N,備用,N,N,Y,Y,Y,N,光明里、永康里、錦泰里、錦華里、錦安里、龍安里、福住里,84,710,張寬讚,02-23917402#830,鄭盛元,02-23917402#800,,25.0322911,121.5277917
136,2025-06-16 17:45:57.139628,SA106-0016,臺北市立金華國民中學,臺北市,106,大安區,福住里,新生南路二段32號,學校,N,備用,N,N,Y,Y,Y,N,永康里、福住里、龍安里、錦安里、龍圖里、民炤里、龍坡里、龍泉里、古風里、古莊里、龍淵里、新龍里、龍生里,300,1433,許珮甄,02-33931799#501,黃啟清,02-33931799#101,,25.0312411,121.5331533
137,2025-06-16 17:45:57.141219,SA106-0017,臺北市大安區建安國民小學,臺北市,106,大安區,龍雲里,大安路二段99號,學校,N,備用,N,N,Y,Y,Y,N,群英里、群賢里、全安里、法治里、龍陣里、龍雲里、住安里、義安里、治里、新龍里、龍圖里、臥龍里,30,150,賈維嫆,02-27077119#821,蕭如君,02-27077119#820,,25.0293733,121.5461478
138,2025-06-16 17:45:57.142814,SA106-0018,臺北市大安區新生國民小學,臺北市,106,大安區,龍安里,新生南路二段36號,學校,Y,備用,N,N,Y,Y,Y,N,福住里、錦安里、龍安里,414,912.6,魏雅彤,02-23913122#231,李雪鳳,02-23913122#201,,25.029799,121.5336417
139,2025-06-16 17:45:57.144367,"SA106-0019
",臺北市大安區銘傳國民小學,臺北市,106,大安區,學府里,羅斯褔路四段21號,學校,N,備用,N,N,Y,Y,Y,N,學府里,161,760,吳家蓁,02-23639815#16,卓家意,02-23639815#10,,25.0141104,121.5353277
140,2025-06-16 17:45:57.145890,SA106-0020,台北市大安區龍安國民小學,臺北市,106,大安區,龍門里,新生南路三段33號,學校,Y,備用,N,N,Y,Y,Y,N,龍坡里、大學里、龍生里、龍門里、龍泉里、古莊里、龍安里、新龍里、臥龍里,31,251,張芳旗,02-23632077#730,鄭福來,02-23632077#766,,25.0239337,121.5348437
141,2025-06-16 17:45:57.147391,SA106-0021,臺北市立懷生國民中學,臺北市,106,大安區,義村里,忠孝東路三段248巷30號,學校,Y,備用,N,N,Y,Y,Y,N,誠安里、民輝里、昌隆里、義村里、民炤里、正聲里、華聲里、仁愛里、光武里,167,870,徐蓓貞,02-27215078#330,陳政翊,02-27215078#888,,25.0403781,121.5411798
143,2025-06-16 17:45:57.150576,SA106-0023,臺北市市場處安東市場地下停車場,臺北市,106,大安區,龍陣里,臺北市大安區瑞安街75號,市場/停車場,N,N,N,N,Y,Y,Y,N,全區,386,1545.81,市場處市場科孟科廷,02-2550-5220#2114,市場處市場科孟科廷,02-2550-5220#2114,,25.0280302,121.5409274
144,2025-06-16 17:45:57.152082,SA106-0024,忠孝復興站,臺北市,106,大安區,光武里,臺北市大安區忠孝東路4段47號,捷運站體,Y,N,N,N,Y,Y,Y,N,全區,1420,5682,臺北捷運公司值班站長,25505600#6102,臺北捷運公司值班站長,25505600#6102,,25.0416929,121.5449821
145,2025-06-16 17:45:57.153691,SA106-0025,忠孝新生站,臺北市,106,大安區,民輝里,臺北市大安區新生南路1段67號,捷運站體,Y,N,N,N,Y,Y,Y,N,全區,2803,11212,臺北捷運公司值班站長,25505600#6092,臺北捷運公司值班站長,25505600#6092,,25.0423688,121.5332143
151,2025-06-16 17:45:57.161464,SA106-0031,臺北市立圖書館總館,臺北市,106,大安區,新龍里,臺北市大安區建國南路二段125號,圖書館,N,N,N,N,Y,Y,Y,N,全區,70,280,秘書室主任：徐琬琳,02-27552823,秘書室主任：徐琬琳,02-27552823,,25.0291238,121.5381943
153,2025-06-16 17:45:57.164334,SA108-0001,臺北市立龍山國民中學,臺北市,108,萬華區,富福里,南寧路46號,學校,Y,備用,N,N,Y,Y,Y,N,仁德里、西門里、新起里、福音里、富福里、富民里、菜園里、青山里,265,1060,楊炳煌,02-23362789#500,江幸真,02-23362789#100,,25.0360406,121.5045849
154,2025-06-16 17:45:57.165782,SA108-0002,臺北市萬華區雙園國民小學,臺北市,108,萬華區,雙園里,莒光路315號,學校,Y,備用,N,N,Y,Y,Y,N,雙園里、頂碩里,123,810,李映綺,02-23061893#131,陳顯榮,02-23061893#220,,25.0312536,121.5023741
155,2025-06-16 17:45:57.167162,SA108-0003,臺北市萬華區新和國民小學,臺北市,108,萬華區,新安里,西藏路125巷31號,學校,N,Y,N,N,N,Y,Y,N,新忠里、日祥里、新安里、新和里、忠貞里、凌霄里、騰雲里,79,600,黎紹誠,02-23038298#1401,陳弘偉,02-23038298#1100,,25.0259826,121.5033167
156,2025-06-16 17:45:57.168524,SA108-0004,青年公園,臺北市,108,萬華區,騰雲里,水源路199號,公園/綠地,Y,Y,N,N,N,Y,N,Y,全區,31449,246958,陳煌耀,02-23032451,陳煌耀,02-23032451,,25.0221086,121.506977
158,2025-06-16 17:45:57.171150,SA108-0006,青年公園棒球場,臺北市,108,萬華區,騰雲里,台北市萬華區水源路199號,體育場館/運動中心,Y,備用,N,N,N,N,N,Y,全區,60,200.82,李仲涵,(02)25702330,李仲涵,(02)25702330,,25.0221086,121.506977
159,2025-06-16 17:45:57.172415,SA108-0007,臺北市立大理高級中學,臺北市,108,萬華區,綠堤里,長順街２號,學校,Y,備用,N,N,Y,Y,Y,N,柳鄉里、華江里、綠堤里、糖廍里、菜園里、青山里,300,1820,徐淑玲,02-23026959#142,楊廣銓,02-23026959#111,,25.0308683,121.4912857
160,2025-06-16 17:45:57.173881,SA108-0008,臺北市萬華區大理國民小學,臺北市,108,萬華區,綠堤里,艋舺大道389號,學校,Y,備用,N,N,Y,N,Y,N,糖部里、綠堤里、和德里、和平里,80,200,曾韻靜,02-23064311#1400,楊聖哲,02-23064311#1100,,25.0311577,121.4938133
161,2025-06-16 17:45:57.175294,SA108-0009,臺北市萬華區老松國民小學,臺北市,108,萬華區,福音里,桂林路64號,學校,Y,備用,N,N,Y,Y,Y,N,福音里、仁德里、菜園里、新起里、富民里、富福里,231,924,周明毅,02-23361266#130,黎季昊,02-23361266#100,,25.03804,121.5027493
162,2025-06-16 17:45:57.176706,SA108-0010,臺北市萬華區西門國民小學,臺北市,108,萬華區,西門里,成都路98號,學校,Y,備用,N,N,Y,Y,Y,N,西門里、萬壽里、菜園里、新起里,149,688,古文勝,02-23113519#1131,陳治遠,02-23113519#1202,,25.0432164,121.503527
163,2025-06-16 17:45:57.178065,SA108-0011,臺北市萬華區西園國民小學,臺北市,108,萬華區,日善里,東園街73巷65號,學校,Y,備用,N,N,Y,Y,Y,N,日善里、忠德里、錦德里、孝德里、全德里,203,812,蔡文欽,02-23030257#125,張勝順,02-23030257#666,,25.0265979,121.4988467
164,2025-06-16 17:45:57.179379,SA108-0012,臺北市立華江高級中學,臺北市,108,萬華區,日善里,西藏路213號,學校,Y,備用,N,N,Y,Y,Y,N,日善里、忠德里,300,1824,張瑋哲,02-23019946#141,張鳴鳳,02-23019946#101,,25.0285738,121.4962087
165,2025-06-16 17:45:57.180703,SA108-0013,臺北市萬華區華江國民小學,臺北市,108,萬華區,華江里,環河南路二段250巷42弄2號,學校,Y,備用,N,N,Y,Y,Y,N,華江里,107,1063.25,莊琬婷,02-23064352#130,紀力仁,02-23064352#100,,25.0340539,121.4911838
166,2025-06-16 17:45:57.181987,SA108-0014,臺北市萬華區萬大國民小學,臺北市,108,萬華區,全德里,萬大路346號,學校,Y,備用,N,N,Y,Y,Y,N,壽德里、興德里、全德里、忠貞里、日祥里、騰雲里、凌雲里,60,660,朱玫勳,02-23037654#312,吳建億,02-23037654#168,,25.022956,121.499327
167,2025-06-16 17:45:57.183378,SA108-0015,臺北市立萬華國民中學,臺北市,108,萬華區,日善里,西藏路201號,學校,Y,備用,N,N,Y,Y,Y,N,壽德里、忠德里、保德里、興德里、日善里、全德里、頂碩里、新忠里、新安里、忠貞里、日祥里、雙園里、新和里、日祥里、華中里,50,1350,陳靜茹,02-23394567#130,洪志成,02-23394567#168,,25.0291732,121.4988175
168,2025-06-16 17:45:57.184705,SA108-0016,臺北市萬華區福星國民小學,臺北市,108,萬華區,福星里,中華路一段66號,學校,N,備用,N,N,Y,Y,Y,N,福星里、萬壽里,50,500,王曉音,02-23144668#131,黃耀農,02-23144668#888,,25.0463215,121.5088936
169,2025-06-16 17:45:57.186084,SA108-0017,臺北市萬華區龍山國民小學,臺北市,108,萬華區,青山里,和平西路三段235號,學校,Y,備用,N,N,Y,Y,Y,N,青山里、柳鄉里、菜園里、富福里、糖部里,150,941,蘇乙峰,02-23082977#730,陳培章,02-23082977#700,,25.0355681,121.4961924
170,2025-06-16 17:45:57.187792,SA108-0018,臺北市立雙園國民中學,臺北市,108,萬華區,和德里,興義街二號,學校,N,備用,N,N,Y,Y,Y,N,孝德里、銘德里、和德里、錦德里、和平里、榮德里、華中里、頂碩里、新忠里、新安里、忠貞里、雙園里、新和里，日祥里,210,840,章譽鐘,02-23030827#140,白玉鈴,02-23030827#101,,25.0276047,121.4927038
178,2025-06-16 17:45:57.200343,SA110-0001,臺北市信義區博愛國民小學,臺北市,110,信義區,安康里,松仁路95巷20號,學校,N,Y,N,N,Y,Y,Y,N,安康里、松友里、廣居里、國業里、富台里,156,1254.52,許柏雄,02-23450616#400,陳順和,02-23450677,,25.03642,121.5711419
179,2025-06-16 17:45:57.201748,SA110-0002,臺北市信義區吳興國民小學,臺北市,110,信義區,三張里,松仁路226號,學校,Y,備用,Y,N,Y,Y,Y,N,三張里、三犁里、惠安里、六合里、泰和里、雙和里、黎安里、黎忠里,141,546,辛佩儒,02-27200226#50,陳靜宜,02-27200226#10,,25.0260025,121.5685927
181,2025-06-16 17:45:57.204624,SA110-0004,臺北市立興雅國民中學,臺北市,110,信義區,安康里,松德路168巷15號,學校,N,Y,N,N,Y,Y,Y,N,敦厚里、六藝里、興雅里、興隆里、新仁里、安康里、富台里、松友里、國業里、廣居里、松隆里、西村里,251,1005,謝永振,02-27232771#500,莊國彰,02-27232771#100,,25.0364143,121.5723628
182,2025-06-16 17:45:57.206158,SA110-0005,臺北市信義區信義國民小學,臺北市,110,信義區,景新里,松勤街60號,學校,N,備用,N,N,Y,Y,Y,N,景勤里、三張里、景新里、雙和里、三犁里、黎安里、黎忠里、六合里,164,600,蕭豫奇,02-27204005#831,李淑芳,02-27204005#891,,25.0318239,121.5632194
185,2025-06-16 17:45:57.210559,SA110-0008,臺北市信義區三興國民小學,臺北市,110,信義區,景聯里,基隆路2段99號,學校,Y,備用,N,N,Y,N,Y,N,中興里、嘉興里、景聯里、黎順里、景勤里、黎忠里、黎平里,77,1104.66,洪嘉敏,02-27364687#150,李莉莉,02-27364687#100,,25.0297117,121.5580218
186,2025-06-16 17:45:57.212044,SA110-0009,臺北市信義區雙永國民小學,臺北市,110,信義區,永春里,松山路287巷5號,學校,N,備用,N,N,Y,Y,Y,N,松光里、大道里、大仁里、永春里,116,620,張偉峰,02-87858111#1700,楊政修,02-87858111#1100,,25.0433451,121.5797669
187,2025-06-16 17:45:57.213355,SA110-0010,"臺北市立永吉國民中學
",臺北市,110,信義區,四育里,松隆路161號,學校,N,備用,N,N,Y,Y,Y,N,四育里、四維里、五常里、永吉里、永春里、雅祥里、五全里、長春里,97,730,林岳,02-27649066#120,謝丞韋,02-27649066#168,,25.0482978,121.5741274
188,2025-06-16 17:45:57.214795,SA110-0011,臺北市立永春高級中學,臺北市,110,信義區,松隆里,松山路654號,學校,N,備用,N,N,Y,Y,Y,N,松隆里、大仁里、中坡里、松光里、國業里、松友里,300,580,呂慶書,02-27272983#500,林春煌,02-27272983#100,,25.0327033,121.578657
189,2025-06-16 17:45:57.216077,SA110-0012,臺北市信義區雙永國民小學,臺北市,110,信義區,永春里,松山路287巷5號,學校,N,備用,N,N,N,Y,Y,N,永吉里、四育里、四維里、永春里、長春里、富台里、廣居里,115,改建後重新評估,張偉峰,02-87858111#1700,楊政修,02-87858111#1100,,25.0433451,121.5797669
190,2025-06-16 17:45:57.217477,SA110-0013,臺北市信義區光復國民小學,臺北市,110,信義區,興隆里,光復南路271號,學校,N,備用,N,N,Y,Y,Y,N,中興里、新仁里、正和里、西村里、興隆里、華聲里、車層里、復盛里、光信里、正聲里,80,1177.8,蔡宜蓓,02-27585076#830,修金莒,02-27585076#888,,25.0402147,121.557839
191,2025-06-16 17:45:57.219039,SA110-0014,臺北市立松山高級工農職業學校,臺北市,110,信義區,廣居里,忠孝東路五段236巷15號,學校,N,備用,N,N,Y,Y,Y,N,安康里、廣居里、國業里、富台里、長春里、興雅里,333,1333,蔡諭頴,02-27226616#601,何杉友,02-27226616#101,,25.0398292,121.5720494
192,2025-06-16 17:45:57.220458,SA110-0015,臺北市立松山高級商業家事職業學校,臺北市,110,信義區,松隆里,松山路655號,學校,N,備用,N,N,Y,Y,Y,N,松隆里、大仁里、中坡里、松光里、國業里、松友里,116,1460.41,薛敏生,02-27261118#410,柳景沅,02-27261118#100,,25.0348222,121.5801588
193,2025-06-16 17:45:57.221989,SA110-0016,臺北市立松山高級中學,臺北市,110,信義區,新仁里,基隆路一段156號,學校,Y,備用,N,N,Y,Y,Y,N,新仁里、敦厚里、興雅里、興隆里,300,1163,張勝欽,02-27535968#230,林昇茂,02-27535968#210,,25.0438609,121.5658444
194,2025-06-16 17:45:57.223500,SA110-0017,臺北市立瑠公國民中學,臺北市,110,信義區,中行里,福德街221巷15號,學校,N,備用,N,N,Y,Y,Y,N,大道里、中坡里、中行里、大仁里、松光里、松隆里,100,1298.35,程淑玲,02-27261481#401,漫安琦,02-27261481#100,,25.0370637,121.5853111
195,2025-06-16 17:45:57.224969,SA110-0018,臺北市信義區福德國民小學,臺北市,110,信義區,中行里,福德街253號,學校,N,備用,N,N,Y,Y,Y,N,中行里、中坡里、松隆里,105,420,張雅祺,02-27277992#31,褚希雯,02-27277992#10,,25.0388969,121.5865137
196,2025-06-16 17:45:57.226425,SA110-0019,臺北市信義區興雅國民小學,臺北市,110,信義區,雅祥里,基隆路一段83巷9號,學校,N,備用,N,N,Y,Y,Y,N,新仁里、敦厚里、興雅里、雅祥里、五全里、五常里、六藝里、四育里,198,3485.72,張曼薇,02-27618156#630,蔡宗良,02-27618156#601,,25.0467874,121.5700501
200,2025-06-16 17:45:57.232112,SA110-0024,市府轉運站,臺北市,110,信義區,興雅里,臺北市信義區忠孝東路5段6號,捷運站體,N,N,N,N,Y,Y,Y,N,全區,8248,32993,防災中心,02-27221166#8119,張國光,02-27221166#9,,25.0407947,121.5652361
204,2025-06-16 17:45:57.238003,SA111-0001,臺北市士林區社子國民小學,臺北市,111,士林區,永倫里,延平北路六段308號,學校,Y,備用,N,N,Y,Y,Y,N,社子里、社園里、永倫里、福安里、社新里,160,640,羅泰興,02-28122505#830,朱榮富,02-28122505#888,,25.0898013,121.5029269
205,2025-06-16 17:45:57.239521,SA111-0002,臺北市立至善國民中學,臺北市,111,士林區,臨溪里,至善路二段360號,學校,N,備用,老舊聚落,N,Y,Y,Y,N,溪山里、翠山里、福林里、臨溪里、名山里、岩山里、福志里,157,630,王琮郁,02-2841#1350#40,洪春金,02-2841#1350#10,,25.1035868,121.5554742
206,2025-06-16 17:45:57.241119,SA111-0003,臺北市士林區福林國民小學,臺北市,111,士林區,福志里,福志路75號,學校,N,Y,N,N,Y,Y,Y,N,福林里、福志里、舊佳里、臨溪里,168,674,曾蕙雯主任、張琮祐幹事,02-28316293#204、234,黃國庭校長,02-28316293#201,,25.0986991,121.5296872
207,2025-06-16 17:45:57.242518,SA111-0004,臺北市士林區士林國民小學,臺北市,111,士林區,福德里,大東路165號,學校,N,Y,老舊聚落,N,Y,Y,Y,N,仁勇里、義信里、福佳里、福林里、舊佳里、福德里,219,876,楊國材,02-28812231#231,吳明郁,02-28821024,,25.0928538,121.5250927
209,2025-06-16 17:45:57.245415,SA111-0006,臺北市溪山實驗國民小學,臺北市,111,士林區,溪山里,至善路三段199號,學校,N,備用,Y,N,Y,Y,Y,N,溪山里,50,105,蔡三陽,02-28411010#213,施春明,02-28411010#128,,25.1197484,121.5796208
210,2025-06-16 17:45:57.246857,SA111-0007,士林官邸公園,臺北市,111,士林區,福林里,福林路60號,公園/綠地,N,Y,N,N,N,Y,N,Y,全區,1930,129965,黃瑜馨,02-28812512,黃瑜馨,02-28812512,,25.0946075,121.5302672
211,2025-06-16 17:45:57.248257,SA111-0008,臺北市士林運動中心,臺北市,111,士林區,福德里,士商路1號,體育場館/運動中心,N,備用,N,N,Y,N,Y,N,福德里、仁勇里、義信里、福林里、福志里、舊佳里、福佳港、後港里、福中里、前港里、百齡里、承德里、福華里、明勝里,171,1362.53,陳祖榮,02-2880-6066#101,丁鳳儀,02-2570-2330#6467,,25.0893422,121.5214227
213,2025-06-16 17:45:57.251268,SA111-0010,天母棒球場,臺北市,111,士林區,三玉里,忠誠路二段77號,體育場館/運動中心,Y,備用,N,N,Y,N,N,Y,芝山里、岩山里、名山里、聖山里、東山里、忠誠里、德行里、德華里、蘭雅里、蘭興里、三玉里、天福里、天祿里、天壽里、天和里、天山里、天玉里、天母里,150,290,黃士軒,02-2873-5688#222,蘇君偉,02-2570-2330#6523,,25.1135336,121.5328144
214,2025-06-16 17:45:57.252630,SA111-0011,臺北市士林區三玉國民小學,臺北市,111,士林區,三玉里,天母東路116號,學校,N,備用,N,N,Y,Y,Y,N,天和里、天山里、天福里、三玉里、東山里,782,14335,紀乃勳,02-28751369#717,詹瑞璟,02-28751369#733,,25.1179765,121.5373204
215,2025-06-16 17:45:57.254084,SA111-0012,臺北市士林區士東國民小學,臺北市,111,士林區,蘭雅里,中山北路六段392號,學校,Y,備用,N,N,Y,Y,Y,N,天祿里、三玉里、蘭雅里、天壽里、天福里,275,1118.77,李啓猷,02-28710064#241,江啓昱,02-28710064#111,,25.1129588,121.526813
216,2025-06-16 17:45:57.255510,SA111-0013,臺北市立士林高級商業職業學校,臺北市,111,士林區,後港里,士商路150號,學校,N,備用,N,N,Y,Y,Y,N,後港里、福佳里、福德里,54,1644,鄭旭峰,02-28313114#401,余耀銘,02-28313114#101,,25.0949834,121.5163474
217,2025-06-16 17:45:57.256990,SA111-0014,臺北市立士林國民中學,臺北市,111,士林區,福德里,中正路345號,學校,N,備用,N,N,Y,Y,Y,N,福佳里、福德里、舊佳里、福林里、福志里、義信里、仁勇里、社新里、社園里,39,1647,黃懷濬,02-88613411#500,胡智為,02-88613411#100,,25.0943453,121.5225627
218,2025-06-16 17:45:57.258354,SA111-0015,臺北市士林區天母國民小學,臺北市,111,士林區,天玉里,天玉街12號,學校,Y,備用,N,N,Y,Y,Y,N,天母里、天玉里、天山里、天壽里,323,1600,江崇男,02-28723336#9501,邱雅莉,02-28723336#9101,,25.1197175,121.5274543
219,2025-06-16 17:45:57.259549,SA111-0016,臺北市立天母國民中學,臺北市,111,士林區,三玉里,天母東路120號,學校,N,備用,N,N,Y,Y,Y,N,天母里、天山里、天玉里、天福里、天和里、三玉里、天壽里、東山里、芝山里,99,882,林崇欽,02-28754864#500,陳麗英,02-28754864#100,,25.1179553,121.538138
220,2025-06-16 17:45:57.260743,SA111-0017,台北市士林區文昌國民小學,臺北市,111,士林區,德華里,文林路615巷20號,學校,Y,備用,N,N,Y,Y,Y,N,德華里、福佳里、德行里、蘭興里,140,610,陳佩雯,02-28365411#130,張伯謙,02-28365411#100,,25.1000239,121.5210142
221,2025-06-16 17:45:57.262071,SA111-0018,臺北市士林區平等國民小學,臺北市,111,士林區,平等里,平菁街101號,學校,N,備用,N,N,Y,Y,Y,N,平等里,30,163,蘇明順,02-28610503#830,賴婷妤,02-28610503#207,,25.1290274,121.5763151
222,2025-06-16 17:45:57.263416,SA111-0019,臺北市士林區百齡高級中學,臺北市,111,士林區,義信里,承德路四段177號,學校,Y,備用,N,N,Y,Y,Y,N,義信里、仁勇里、承德里、福華里、前港里、明勝里、百齡里、福中里,300,1650,章瑄文,02-28831568#302,張盈霏,02-28831568#601,,25.0870368,121.5230649
223,2025-06-16 17:45:57.264617,SA111-0020,臺北市士林區百齡國民小學,臺北市,111,士林區,福中里,福港街205號,學校,Y,備用,N,N,Y,Y,Y,N,後港里、福中里、前港里、百齡里、福華里,342,1080,曹世群,02-28817683#850,張育成,02-28817683#801,,25.0862846,121.5177905
224,2025-06-16 17:45:57.265831,"SA111-0021
",臺北市士林區芝山國民小學,臺北市,111,士林區,芝山里,德行東路285號,學校,Y,備用,N,N,Y,Y,Y,N,芝山里、三玉里、東山里、臨溪里、岩山里、聖山里,75,315,連莉莉,02-28316115#240,范如君,02-28316115#210,,25.1103672,121.5363953
225,2025-06-16 17:45:57.266960,SA111-0022,臺北市士林區雨農國民小學,臺北市,111,士林區,名山里,忠義街1號,學校,N,備用,N,N,Y,Y,Y,N,忠誠里、名山里、聖山里、芝山里、臨溪里、岩山里,124,496,吳正男,02-28329700#231,陳玟錡,02-28329700#111,,25.1052719,121.5298963
228,2025-06-16 17:45:57.270657,SA111-0025,臺北市士林區富安國民小學,臺北市,111,士林區,富洲里,延平北路八段135號,學校,Y,備用,N,N,Y,Y,Y,N,富洲里、福安里,71,1560,張凱惠,02-28103192#631,卓家夙,02-28103192#661,,25.105895,121.4825397
229,2025-06-16 17:45:57.271869,SA111-0026,臺北市立陽明高級中學,臺北市,111,士林區,後港里,中正路510號,學校,N,備用,N,N,Y,Y,Y,N,社子里、後港里、葫蘆里、福順里、葫東里、富光里、社園里、社新里、福佳里,110,154.31,陳佑昌,02-28316675#140,蔡哲銘,02-28316675#100,,25.0919296,121.5171712
230,2025-06-16 17:45:57.272985,SA111-0027,臺北市士林區葫蘆國民小學,臺北市,111,士林區,葫蘆里,環河北路三段95號,學校,Y,備用,N,N,Y,Y,Y,N,葫蘆里、葫東里、富光里、福順里、社新里、社子里,88,540,陳建華,02-28129586#831,蔡新淵,02-28129586#861,,25.0837495,121.507025
231,2025-06-16 17:45:57.274340,SA111-0028,臺北市立福安國民中學,臺北市,111,士林區,福安里,延平北路七段250號,學校,Y,備用,N,N,Y,Y,Y,N,永倫里、福安里、富洲里、社子里、社新里、社園里,30,542,黃培培,02-28108766#140,施俞旭,02-28108766#100,,25.1033945,121.4873673
232,2025-06-16 17:45:57.275873,SA111-0029,臺北市士林區劍潭國民小學,臺北市,111,士林區,明勝里,通河街16號,學校,Y,備用,N,N,Y,Y,Y,N,承德里、明勝里、福華里,31,172.5,楊振昌,02-28855491#830,楊美惠,02-28855491#800,"學校:本校地勢低窪原113年調查亦填報水災為否，不知為何變更為是，現修正為否。
本府回復:請依本府工務局水利工程處災害淺勢評估結果為準。",25.0799773,121.5229586
233,2025-06-16 17:45:57.277207,SA111-0030,臺北市士林區雙溪國民小學小,臺北市,111,士林區,翠山里,中社路二段66號,學校,N,備用,N,N,Y,Y,Y,N,翠山里、臨溪里,30,128,吳欣儒,02-28411038#25,廖大烱,02-28411038#37,,25.1061194,121.5638223
234,2025-06-16 17:45:57.278375,SA111-0031,臺北市士林區蘭雅國民小學,臺北市,111,士林區,蘭興里,磺溪街57號,學校,N,備用,N,N,Y,Y,Y,N,蘭興里、蘭雅里、德行里、忠誠里,30,300,劉人豪,02-28366052#232,藍惠美,02-28366052#201,,25.1083885,121.5231446
235,2025-06-16 17:45:57.279632,SA111-0032,臺北市立蘭雅國民中學,臺北市,111,士林區,三玉里,忠誠路二段51號,學校,Y,備用,N,N,Y,Y,Y,N,三玉里、天祿里、聖山里、名山里、忠誠里、蘭雅里、蘭興里、德行里、德華里、天壽里、岩山里、東山里、芝山里,130,1314.04,林億清,02-28329377#500,張幸愉,02-28329377#101,,25.1105634,121.5310558
246,2025-06-16 17:45:57.294514,SA111-0045,臺北表演藝術中心,臺北市,111,士林區,義信里,台北市士林區劍潭路1號,藝術中心,N,N,N,N,Y,Y,Y,N,"前港里
義信里",5061,12309.67,"楊秉叡經理
",02-77563800#1766,楊秉叡經理,02-77563800#1766,,25.2794105,121.5861776
